date,category,day_n,day_tone,day_tone_sd
2023-01-10,hyperscalers,2351,0.6063581504536509,2.9086269038317245
2023-01-10,macro,5973,-1.431207654618183,2.3841698043017883
2023-01-10,nvda,158,1.361207430919971,2.279462647431533
2023-01-11,ai_companies,5,1.7494016550531175,2.5661677895125083
2023-01-11,brokers,1335,-0.8528754705644314,2.9530368950569788
2023-01-11,competitors,372,1.2295565906211348,2.0184314401903927
2023-01-11,hyperscalers,2655,0.0145990188419707,3.082418011257582
2023-01-11,macro,6186,-1.8079844084809509,2.325792404253744
2023-01-11,nvda,128,1.9907034630724885,2.427498253183068
2023-01-12,ai_companies,3,2.1682812782557046,2.8495045838609863
2023-01-12,brokers,1314,-0.5591663112716014,2.6096608992542887
2023-01-12,competitors,292,0.5825156418865453,2.138805245039708
2023-01-12,hyperscalers,2670,0.2524567049230426,2.648020883884853
2023-01-12,macro,6869,-1.1669061726875334,2.31928217608008
2023-01-12,nvda,102,0.8067567551682353,2.375225218115308
2023-01-13,brokers,1245,-0.6076223971253443,2.4377539198759224
2023-01-13,competitors,215,0.8479585589789276,2.5118616791449524
2023-01-13,hyperscalers,1961,0.1038415949528776,3.1672613032363843
2023-01-13,macro,5929,-1.7781222583291272,2.7295119076663674
2023-01-13,nvda,105,0.4616324294077575,2.887019426197577
2023-01-14,brokers,545,-0.4387335137490278,2.861399668010498
2023-01-14,competitors,110,0.8281239317964418,2.246647611800374
2023-01-14,hyperscalers,875,0.1849411917420675,2.651271487494431
2023-01-14,macro,3586,-1.4248411808574388,2.660441764032597
2023-01-14,nvda,34,0.3017150416680345,1.8079525104437415
2023-01-15,ai_companies,2,4.004761611919843,5.538103397505047
2023-01-15,brokers,351,-0.5515943677852129,2.816905268265344
2023-01-15,competitors,72,0.6621749189740721,2.232322738238334
2023-01-15,hyperscalers,914,-0.0371476133938653,2.6899581538771744
2023-01-15,macro,2366,-1.3694592236047256,2.777268058743642
2023-01-15,nvda,31,1.8282594385544084,2.1965027412983438
2023-01-16,ai_companies,2,7.417582417582415,0.3885202094431584
2023-01-16,brokers,756,0.0463655623229044,2.404339069140028
2023-01-16,competitors,198,1.590548337291462,2.7188873563508387
2023-01-16,hyperscalers,1751,0.259014804632578,2.9200449323469795
2023-01-16,macro,3042,-1.4677129675892853,2.421067609438464
2023-01-16,nvda,98,-0.0747109267681661,2.896407175649282
2023-01-17,ai_companies,75,3.0877373037797544,2.6801789696870952
2023-01-17,brokers,1605,-0.7351088156647781,2.532335350143905
2023-01-17,competitors,213,1.0181682032936368,2.1563057413614777
2023-01-17,hyperscalers,2030,0.3235218746307402,2.984702901081755
2023-01-17,macro,4337,-1.4340552698733176,2.421528452061389
2023-01-17,nvda,122,1.0832294359993788,1.9334021253032636
2023-01-18,ai_companies,20,1.899807419252301,2.3196519635409745
2023-01-18,brokers,1497,-0.6383067055494446,2.422964009118561
2023-01-18,competitors,259,1.0211659709714624,2.480755559472151
2023-01-18,hyperscalers,3748,-0.9571113551102086,3.072403034831485
2023-01-18,macro,4814,-1.5254134024653343,2.7506446311752963
2023-01-18,nvda,116,0.8136311671312373,2.3000301306835893
2023-01-19,ai_companies,5,1.541192093877548,0.965810584171021
2023-01-19,brokers,1094,-0.310993808338005,2.9800887767423947
2023-01-19,competitors,171,1.083221199453986,2.029389550420305
2023-01-19,hyperscalers,3066,-0.926548571630551,3.3136670146080704
2023-01-19,macro,5584,-2.108281190404868,2.56044572840362
2023-01-19,nvda,117,1.0832361779135626,2.004274025388234
2023-01-20,ai_companies,18,2.565009131407148,2.6583799874455103
2023-01-20,brokers,1019,-0.8997868752840059,2.9839742132258005
2023-01-20,competitors,159,1.274856375928845,2.930659335774661
2023-01-20,hyperscalers,3853,-1.0076563347241148,2.810050040368877
2023-01-20,macro,4542,-1.9681120977310596,2.304586501558529
2023-01-20,nvda,111,1.4057173598281287,2.5292709502400874
2023-01-21,ai_companies,2,0.68937194376528,0.7539482832715655
2023-01-21,brokers,540,-0.3445570250902592,2.722743391265706
2023-01-21,competitors,61,0.8341769708368072,2.429550792144224
2023-01-21,hyperscalers,2167,-1.4293139312290717,2.916110518111801
2023-01-21,macro,2982,-2.1732076268199747,2.4245264836090863
2023-01-21,nvda,32,0.9066646238457908,2.602556191366674
2023-01-22,ai_companies,6,1.3976445892412437,3.3805733594328777
2023-01-22,brokers,793,-0.3550772889302159,2.341135489501714
2023-01-22,competitors,90,1.3288087719520856,1.842036190267475
2023-01-22,hyperscalers,1447,-0.781037431724049,2.53059243549285
2023-01-22,macro,4162,-1.4332256014947165,2.2692181944858087
2023-01-22,nvda,36,0.2360423779126882,2.229153423923074
2023-01-23,ai_companies,30,2.650910109068481,2.435742262167905
2023-01-23,brokers,825,0.2688789864627376,2.166592356530851
2023-01-23,competitors,210,0.7005430179393493,1.98261469494148
2023-01-23,hyperscalers,3054,-0.2028769648940743,2.884738861532949
2023-01-23,macro,4357,-1.9593097585028971,2.4215400922609187
2023-01-23,nvda,88,0.8522185429571751,1.7021854631728353
2023-01-24,ai_companies,14,2.6669446874931007,1.995554653835962
2023-01-24,brokers,892,-0.728674464753602,2.408685401744062
2023-01-24,competitors,264,0.512083419365564,2.041058766127085
2023-01-24,hyperscalers,3545,-0.9346656728400368,3.1674711561287188
2023-01-24,macro,4698,-1.7049931668816287,2.731765731991489
2023-01-24,nvda,103,1.147453932219355,2.366875167644431
2023-01-25,ai_companies,11,2.371855135470814,1.7866465197511048
2023-01-25,brokers,902,-0.6062485183572205,2.456440764639675
2023-01-25,competitors,204,0.7313473602754877,1.905554067970939
2023-01-25,hyperscalers,4556,-1.1634721515849245,2.983723345675482
2023-01-25,macro,4873,-1.463786935769739,2.351965456534629
2023-01-25,nvda,79,0.4842560330871238,2.125155046840299
2023-01-26,ai_companies,18,3.0154888226128547,2.051702873221131
2023-01-26,brokers,927,-0.7746562904017165,2.9629970766588607
2023-01-26,competitors,176,0.6186933584271181,1.9895636342467888
2023-01-26,hyperscalers,3162,-0.6888871573617187,3.0159664313172225
2023-01-26,macro,5427,-1.857913176431902,2.469732031650539
2023-01-26,nvda,107,1.3116323178621787,2.168878297048025
2023-01-27,ai_companies,9,2.5234276726346843,2.5534798672025394
2023-01-27,brokers,795,-0.605240751499149,2.6807628341834357
2023-01-27,competitors,245,-0.4196719394725425,2.46407717632499
2023-01-27,hyperscalers,2559,-0.4723012196418962,3.2366144510370574
2023-01-27,macro,5330,-2.159160862133034,2.901542818926058
2023-01-27,nvda,113,0.2250493165959749,2.319855749502345
2023-01-28,ai_companies,3,4.274994418050124,2.312618918458724
2023-01-28,brokers,432,-0.2004748096701381,2.592004422282714
2023-01-28,competitors,96,0.1993228683116273,2.5867379337167584
2023-01-28,hyperscalers,1256,-0.2798556124267521,2.7058222589232104
2023-01-28,macro,3525,-2.585434658361888,3.514986265568401
2023-01-28,nvda,63,-0.3059784911693052,2.209124901068942
2023-01-29,ai_companies,4,0.2405496189051322,0.0025622687285191
2023-01-29,brokers,419,-0.0750210455950762,2.311731892062673
2023-01-29,competitors,92,0.5527136032069631,2.4495355277785986
2023-01-29,hyperscalers,1225,-0.2767996805220801,2.688351849425459
2023-01-29,macro,2703,-1.939245575376112,2.926807384435858
2023-01-29,nvda,56,-1.2114285483779723,1.997291018084335
2023-01-30,ai_companies,6,1.3943568597496507,5.951047087670647
2023-01-30,brokers,897,0.0406421878912321,2.3948233561746823
2023-01-30,competitors,205,0.6898927082733004,2.108343240081568
2023-01-30,hyperscalers,2228,0.2025074117200937,3.0741690425126107
2023-01-30,macro,4164,-1.757202811703674,2.5367928679543734
