date,tone,art_count
2017-01-01,0.7135753986570693,117
2017-01-02,1.0305879769609019,476
2017-01-03,1.28667399988167,1123
2017-01-04,1.4592827691226866,1652
2017-01-05,1.2195827228697487,1276
2017-01-06,0.949894219430938,715
2017-01-07,1.0733530513238567,295
2017-01-08,1.6949697929372132,385
2017-01-09,1.1096771352356558,704
2017-01-10,-0.09422717754791755,827
2017-01-11,1.0834194239117871,603
2017-01-12,0.8367996146023333,731
2017-01-13,0.8274953591208117,495
2017-01-14,1.4343625621214673,215
2017-01-15,1.370521429189586,164
2017-01-16,0.87990960829511,360
2017-01-17,0.4202995906424727,729
2017-01-18,-1.3845877820424275,1261
2017-01-19,-0.39472643200508456,673
2017-01-20,-1.3437257454735623,770
2017-01-21,-2.3697367607299986,1211
2017-01-22,-1.269832657296951,473
2017-01-23,-1.4938808350843586,1355
2017-01-24,-0.6151143341216635,1312
2017-01-25,-0.2781618010158896,1027
2017-01-26,-1.1911487489640884,1506
2017-01-27,0.213727395633661,843
2017-01-28,0.02673680090919576,248
2017-01-29,0.3403112827146527,179
2017-01-30,0.26599157378951904,400
2017-01-31,0.35714442664051615,550
2017-02-01,0.4928056818503173,602
2017-02-02,0.5109541200450554,478
2017-02-03,0.5541177800189971,361
2017-02-04,0.10002683830507068,160
2017-02-05,0.30198205685450374,147
2017-02-06,0.531184846803152,420
2017-02-07,0.2790712418022796,564
2017-02-08,0.5532428622421108,620
2017-02-09,0.959364406087166,508
2017-02-10,0.5438871200619049,435
2017-02-11,0.3811801675636242,259
2017-02-12,0.6866292957472949,150
2017-02-13,0.7505632718082023,541
2017-02-14,0.9010468288406298,522
2017-02-15,0.8275980285687948,402
2017-02-16,0.6283179612174645,427
2017-02-17,0.7233497174789807,534
2017-02-18,0.2934725984880648,217
2017-02-19,0.612254357736687,171
2017-02-20,0.4382808726132975,378
2017-02-21,0.6684581303586582,619
2017-02-22,0.8586806732216636,762
2017-02-23,0.6587061577430752,1017
2017-02-24,1.0548574441430576,559
2017-02-25,1.424992002826338,298
2017-02-26,1.792908640062964,869
2017-02-27,1.5438039023064678,1232
2017-02-28,1.4891391352483758,994
2017-03-01,1.1621279558957156,722
2017-03-02,0.4241787354938721,706
2017-03-03,0.39147888799466657,652
2017-03-04,0.8308065371694465,295
2017-03-05,1.3862236181762677,160
2017-03-06,0.9099961784897688,408
2017-03-07,0.20585997079225843,521
2017-03-08,0.2934179592752678,662
2017-03-09,0.8240331802663637,631
2017-03-10,0.7343724233716197,648
2017-03-11,0.46821701981318037,316
2017-03-12,1.24335707270605,150
2017-03-13,0.49971898072768134,1175
2017-03-14,0.7178721408042722,788
2017-03-15,0.913721716447593,616
2017-03-16,0.5331563455914932,700
2017-03-17,0.7275628825550897,528
2017-03-18,0.8247120667944632,260
2017-03-19,0.5657717356252189,203
2017-03-20,1.0323283379544599,740
2017-03-21,1.0455167939488588,604
2017-03-22,1.0042068404206603,566
2017-03-23,0.8169268463686675,530
2017-03-24,1.0789592779942694,415
2017-03-25,0.6082912866791358,211
2017-03-26,0.5732581938893628,141
2017-03-27,0.821928521307845,436
2017-03-28,0.8451230750525627,467
2017-03-29,0.9825283704228068,658
2017-03-30,0.772586606779191,771
2017-03-31,0.41519517905601444,487
2017-04-01,0.1874815911773132,283
2017-04-02,0.4867235920511052,156
2017-04-03,0.3845480728788193,480
2017-04-04,0.48644703183117727,436
2017-04-05,0.24904446875142192,527
2017-04-06,0.5387441448824373,472
2017-04-07,0.12810388420563962,390
2017-04-08,0.14356683966922876,147
2017-04-09,0.18676496496100367,112
2017-04-10,0.7024366230573118,439
2017-04-11,-1.142666185203005,1378
2017-04-12,-0.37996010680305187,1353
2017-04-13,-0.12542415039468752,875
2017-04-14,-0.001050230979530855,548
2017-04-15,-0.2803627993154174,280
2017-04-16,0.3894081625247348,168
2017-04-17,0.574464211238229,338
2017-04-18,0.6965180572359393,479
2017-04-19,0.4893670864712547,842
2017-04-20,0.4221608329350923,871
2017-04-21,-1.4648469338934393,748
2017-04-22,0.9232954801799507,186
2017-04-23,0.980193726140073,142
2017-04-24,1.026886357206231,410
2017-04-25,0.9652409780798499,547
2017-04-26,0.9568589419785943,413
2017-04-27,1.0289416008972618,457
